SiteName,Gen J M Gavin OH
SiteLongitude,-80.4500
SiteLatitude,40.5500
2013-04-01,2013-04-30,7.411e+15
2013-05-01,2013-05-31,4.816e+15
2013-06-01,2013-06-30,5.746e+15
2013-07-01,2013-07-31,3.026e+15
2013-08-01,2013-08-31,4.653e+15
2013-09-01,2013-09-30,6.617e+15
2013-10-01,2013-10-31,8.461e+15
2013-11-01,2013-11-30,7.438e+15
2013-12-01,2013-12-31,6.399e+15
2014-01-01,2014-01-31,2.923e+15
2014-02-01,2014-02-28,7.108e+15
2014-03-01,2014-03-31,5.365e+15
2014-04-01,2014-04-30,4.737e+15
2014-05-01,2014-05-31,4.281e+15
2014-06-01,2014-06-30,5.008e+15
2014-07-01,2014-07-31,3.829e+15
2014-08-01,2014-08-31,5.022e+15
2014-09-01,2014-09-30,6.451e+15
2014-10-01,2014-10-31,7.685e+15
2014-11-01,2014-11-30,6.292e+15
2014-12-01,2014-12-31,5.66e+15
2015-01-01,2015-01-31,3.8e+15
2015-02-01,2015-02-28,4.885e+15
2015-03-01,2015-03-31,4.736e+15
2015-04-01,2015-04-30,5.047e+15
2015-05-01,2015-05-31,4.913e+15
2015-06-01,2015-06-30,3.543e+15
2015-07-01,2015-07-31,4.53e+15
2015-08-01,2015-08-31,3.891e+15
2015-09-01,2015-09-30,7.523e+15
2015-10-01,2015-10-31,6.866e+15
2015-11-01,2015-11-30,7.05e+15
2015-12-01,2015-12-31,3.639e+15
